Date,Price,Open,High,Low,Vol,Change
44039,11.22,9.932,11.367,9.894,908.99,10.98%
44038,9.932,9.690,10.86,9.645,415.7,2.35%
44037,9.704,9.546,9.729,9.536,306.29,1.65%
44036,9.546,9.599,9.626,9.480,359.16,-0.55%
44035,9.599,9.513,9.646,9.451,425.66,0.90%
44034,9.513,9.387,9.523,9.296,386.0,1.35%
44033,9.387,9.162,9.426,9.155,458.99,2.46%
44032,9.162,9.208,9.218,9.139,312.98,-0.50%
44031,9.208,9.170,9.224,9.106,265.25,0.41%
44030,9.170,9.155,9.198,9.126,276.40,0.16%
44029,9.155,9.135,9.181,9.91,310.92,0.22%
44028,9.135,9.198,9.224,9.52,429.4,-0.69%
44027,9.198,9.253,9.270,9.168,429.84,-0.59%
44026,9.253,9.243,9.274,9.135,453.83,0.11%
44025,9.243,9.300,9.329,9.207,456.87,-0.62%
44024,9.300,9.234,9.337,9.170,366.88,0.73%
44023,9.233,9.285,9.295,9.184,353.92,-0.56%
44022,9.285,9.239,9.309,9.131,418.47,0.53%
44021,9.235,9.430,9.434,9.176,444.27,-2.06%
44020,9.429,9.256,9.458,9.233,509.94,1.88%
44019,9.256,9.338,9.371,9.209,420.55,-0.89%
44018,9.339,9.80,9.363,9.63,510.27,2.84%
44017,9.81,9.134,9.149,8.932,314.10,-0.58%
44016,9.134,9.67,9.182,9.49,261.25,0.74%
44015,9.67,9.85,9.120,9.50,333.88,-0.20%
44014,9.85,9.229,9.259,8.962,483.10,-1.57%
44013,9.229,9.135,9.289,9.101,366.78,1.03%
44012,9.135,9.186,9.199,9.75,381.73,-0.54%
44011,9.185,9.122,9.229,9.33,401.12,0.67%
44010,9.124,9.8,9.185,8.950,329.1,1.28%
44009,9.8,9.160,9.190,8.865,441.93,-1.66%
44008,9.160,9.247,9.296,9.60,489.84,-0.95%
44007,9.247,9.300,9.327,9.22,524.45,-0.59%
44006,9.302,9.624,9.667,9.223,515.78,-3.35%
44005,9.624,9.683,9.715,9.581,375.49,-0.61%
44004,9.683,9.296,9.751,9.285,523.32,4.17%
44003,9.296,9.358,9.411,9.288,335.99,-0.67%
44002,9.358,9.314,9.394,9.199,383.44,0.48%
44001,9.314,9.390,9.424,9.249,478.49,-0.79%
44000,9.388,9.464,9.480,9.289,391.67,-0.81%
43999,9.464,9.523,9.543,9.258,446.45,-0.62%
43998,9.523,9.425,9.577,9.379,545.47,1.04%
43997,9.425,9.345,9.489,8.925,750.90,0.86%
43996,9.345,9.470,9.474,9.264,311.27,-1.33%
43995,9.471,9.466,9.484,9.369,364.97,0.05%
43994,9.466,9.283,9.547,9.249,529.28,1.97%
43993,9.283,9.878,9.945,9.139,919.30,-6.03%
43992,9.878,9.768,9.970,9.710,533.55,1.13%
43991,9.768,9.777,9.857,9.616,479.55,-0.09%
43990,9.777,9.743,9.788,9.662,431.4,0.36%
43989,9.742,9.669,9.791,9.417,549.20,0.76%
43988,9.669,9.630,9.733,9.549,370.85,0.40%
43987,9.631,9.794,9.846,9.628,527.5,-1.67%
43986,9.794,9.667,9.864,9.490,593.66,1.32%
43985,9.667,9.527,9.667,9.421,558.12,1.47%
43984,9.527,10.190,10.207,9.347,1.6,-6.49%
43983,10.189,9.454,10.301,9.429,796.68,7.77%
43982,9.454,9.692,9.695,9.406,645.27,-2.45%
43981,9.692,9.424,9.729,9.352,720.62,2.84%
43980,9.424,9.573,9.596,9.358,814.33,-1.54%
43979,9.572,9.199,9.610,9.119,948.86,4.06%
43978,9.199,8.842,9.210,8.818,810.89,4.03%
43977,8.842,8.897,8.994,8.713,784.92,-0.63%
43976,8.898,8.728,8.959,8.666,941.89,1.95%
43975,8.728,9.177,9.292,8.724,1.11,-4.89%
43974,9.177,9.169,9.303,9.98,812.56,0.08%
43973,9.169,9.58,9.253,8.952,914.59,1.22%
43972,9.59,9.511,9.567,8.833,1.41,-4.76%
43971,9.512,9.773,9.829,9.368,1.15,-2.67%
43970,9.773,9.730,9.883,9.498,1.16,0.44%
43969,9.730,9.678,9.930,9.524,1.18,0.55%
43968,9.677,9.376,9.866,9.327,1.18,3.18%
43967,9.379,9.318,9.579,9.233,1.10,0.66%
43966,9.318,9.778,9.819,9.223,1.56,-4.71%
43965,9.778,9.298,9.887,9.265,1.77,5.16%
43964,9.298,8.813,9.384,8.799,1.50,5.50%
43963,8.813,8.569,8.964,8.542,1.35,2.73%
43962,8.579,8.737,9.129,8.235,2.29,-1.82%
43961,8.738,9.553,9.569,8.259,2.47,-8.54%
43960,9.554,9.806,9.910,9.533,1.49,-2.57%
43959,9.806,9.980,10.18,9.731,1.42,-1.74%
43958,9.979,9.152,10.33,9.64,1.91,9.05%
43957,9.151,9.0,9.373,8.923,1.62,1.67%
43956,9.1,8.874,9.78,8.800,1.5,1.42%
43955,8.874,8.885,8.945,8.553,1.12,-0.12%
43954,8.885,8.966,9.169,8.742,1.15,-0.90%
43953,8.966,8.821,8.986,8.771,890.34,1.64%
43952,8.821,8.628,9.40,8.621,1.11,2.23%
43951,8.629,8.770,9.437,8.425,2.4,-1.62%
43950,8.770,7.746,8.918,7.729,1.83,13.22%
43949,7.746,7.766,7.770,7.655,808.9,-0.25%
43948,7.766,7.679,7.768,7.637,980.50,1.13%
43947,7.678,7.540,7.679,7.520,921.59,1.84%
43946,7.540,7.503,7.684,7.451,861.93,0.49%
43945,7.503,7.491,7.583,7.423,951.95,0.20%
43944,7.488,7.112,7.655,7.36,1.34,5.28%
43943,7.112,6.842,7.137,6.821,914.18,3.95%
43942,6.842,6.833,6.919,6.774,892.57,0.13%
43941,6.833,7.122,7.207,6.771,1.26,-4.06%
43940,7.122,7.230,7.238,7.79,5.93,-1.49%
43939,7.230,7.35,7.259,7.31,796.45,2.77%
43938,7.35,7.85,7.142,7.5,810.10,-0.70%
43937,7.85,6.629,7.159,6.520,1.54,6.89%
43936,6.629,6.851,6.929,6.615,1.0,-3.24%
43935,6.850,6.841,6.970,6.768,999.53,0.14%
43934,6.841,6.918,6.920,6.618,1.25,-1.10%
43933,6.917,6.867,7.158,6.785,1.10,0.73%
43932,6.867,6.862,6.931,6.765,845.58,0.07%
43931,6.863,7.289,7.294,6.756,1.37,-5.84%
43930,7.289,7.361,7.361,7.140,963.55,-0.98%
43929,7.361,7.185,7.396,7.153,983.94,2.45%
43928,7.185,7.332,7.440,7.101,1.32,-2.01%
43927,7.332,6.772,7.335,6.770,1.53,8.26%
43926,6.772,6.857,6.889,6.686,842.33,-1.23%
43925,6.857,6.735,6.958,6.679,1.5,1.80%
43924,6.735,6.799,7.26,6.623,1.35,-0.95%
43923,6.800,6.638,7.182,6.567,1.74,2.44%
43922,6.638,6.412,6.661,6.157,1.40,3.52%
43921,6.412,6.391,6.513,6.346,1.5,0.34%
43920,6.391,5.890,6.576,5.872,1.43,8.50%
43919,5.890,6.233,6.258,5.889,916.17,-5.51%
43918,6.233,6.373,6.374,6.46,1.26,-2.19%
43917,6.373,6.725,6.813,6.322,1.16,-5.23%
43916,6.725,6.677,6.772,6.541,1.18,0.69%
43915,6.678,6.744,6.930,6.474,1.52,-0.97%
43914,6.744,6.468,6.814,6.380,1.73,4.26%
43913,6.468,5.822,6.564,5.710,1.88,11.11%
43912,5.822,6.186,6.394,5.771,1.48,-5.89%
43911,6.186,6.205,6.438,5.887,1.64,-0.31%
43910,6.205,6.171,6.858,5.748,2.22,0.54%
43909,6.172,5.359,6.379,5.256,2.18,15.12%
43908,5.361,5.260,5.373,5.20,1.80,1.91%
43907,5.261,5.30,5.432,4.946,1.89,4.59%
43906,5.30,5.366,5.369,4.477,2.55,-6.27%
43905,5.366,5.182,5.863,5.120,1.61,3.54%
43904,5.182,5.589,5.634,5.72,1.69,-7.19%
43903,5.584,4.815,5.934,3.869,4.17,15.71%
43902,4.826,7.935,7.963,4.546,3.22,-39.18%
43901,7.935,7.892,7.976,7.606,1.10,0.56%
43900,7.891,7.933,8.145,7.740,1.20,-0.53%
43899,7.933,8.35,8.158,7.648,1.54,-1.26%
43898,8.34,8.887,8.888,8.15,1.11,-9.61%
43897,8.887,9.134,9.180,8.848,750.65,-2.70%
43896,9.134,9.60,9.165,9.4,1.4,0.82%
43895,9.60,8.757,9.147,8.751,950.76,3.45%
43894,8.757,8.761,8.840,8.679,759.69,-0.04%
43893,8.761,8.906,8.911,8.669,1.1,-1.61%
43892,8.904,8.537,8.961,8.503,1.2,4.27%
43891,8.540,8.543,8.737,8.437,784.5,-0.04%
43890,8.543,8.697,8.793,8.539,683.44,-1.77%
43889,8.697,8.820,8.898,8.451,1.8,-1.37%
43888,8.818,8.800,8.968,8.538,1.13,0.21%
43887,8.800,9.317,9.368,8.672,1.32,-5.55%
43886,9.317,9.662,9.672,9.269,937.97,-3.57%
43885,9.662,9.943,9.981,9.507,980.0,-2.82%
43884,9.942,9.655,9.965,9.653,775.88,2.97%
43883,9.655,9.684,9.706,9.569,589.88,-0.30%
43882,9.684,9.602,9.747,9.574,716.61,0.85%
43881,9.602,9.611,9.681,9.448,870.80,-0.07%
43880,9.609,10.158,10.230,9.424,905.95,-5.40%
43879,10.158,9.701,10.230,9.601,945.91,4.71%
43878,9.701,9.931,9.951,9.468,961.88,-2.32%
43877,9.932,9.907,10.56,9.654,808.91,0.25%
43876,9.907,10.336,10.369,9.831,808.81,-4.12%
43875,10.333,10.235,10.372,10.125,732.51,0.96%
43874,10.235,10.321,10.482,10.116,940.30,-0.80%
43873,10.317,10.229,10.435,10.229,803.25,0.86%
43872,10.229,9.854,10.314,9.725,791.28,3.81%
43871,9.854,10.151,10.181,9.774,781.22,-2.93%
43870,10.151,9.895,10.157,9.882,617.35,2.59%
43869,9.895,9.817,9.931,9.673,551.31,0.78%
43868,9.818,9.771,9.872,9.738,608.96,0.48%
43867,9.772,9.611,9.854,9.536,778.67,1.67%
43866,9.611,9.194,9.726,9.179,771.46,4.54%
43865,9.193,9.296,9.347,9.193,651.68,-1.10%
43864,9.296,9.334,9.582,9.243,701.39,-0.41%
43863,9.334,9.381,9.465,9.183,683.37,-0.50%
43862,9.381,9.349,9.458,9.301,458.42,0.35%
43861,9.349,9.508,9.525,9.222,633.37,-1.66%
43860,9.507,9.299,9.569,9.209,765.21,2.24%
43859,9.298,9.377,9.428,9.250,749.88,-0.84%
43858,9.377,8.866,9.389,8.866,954.20,5.76%
43857,8.866,8.608,8.983,8.585,706.45,3.01%
43856,8.607,8.341,8.607,8.304,468.34,3.19%
43855,8.341,8.439,8.447,8.277,444.0,-1.17%
43854,8.439,8.404,8.522,8.242,617.2,0.41%
43853,8.405,8.678,8.687,8.309,722.67,-3.15%
43852,8.678,8.733,8.805,8.610,509.6,-0.62%
43851,8.732,8.642,8.770,8.524,540.20,1.05%
43850,8.641,8.705,8.740,8.539,599.6,-0.74%
43849,8.706,8.916,9.183,8.552,975.1,-2.36%
43848,8.916,8.913,8.982,8.814,627.74,0.04%
43847,8.913,8.726,9.5,8.675,794.11,2.13%
43846,8.726,8.818,8.850,8.605,748.32,-1.04%
43845,8.818,8.827,8.904,8.615,1.17,-0.12%
43844,8.829,8.111,8.898,8.111,1.48,8.85%
43843,8.111,8.188,8.196,8.68,610.66,-0.93%
43842,8.187,8.23,8.189,7.973,595.22,2.04%
43841,8.24,8.187,8.262,8.8,776.75,-1.99%
43840,8.187,7.842,8.187,7.697,1.5,4.40%
43839,7.842,8.60,8.65,7.779,786.50,-2.70%
43838,8.59,8.154,8.436,7.900,1.19,-1.18%
43837,8.155,7.759,8.182,7.754,1.1,5.11%
43836,7.759,7.372,7.783,7.366,786.75,5.24%
43835,7.372,7.376,7.501,7.345,628.14,-0.06%
43834,7.376,7.345,7.433,7.291,523.91,0.46%
43833,7.343,6.967,7.402,6.884,936.29,5.40%
43832,6.967,7.199,7.209,6.901,632.78,-3.23%
43831,7.199,7.196,7.259,7.180,420.28,0.05%
